customer_id,has_corporate_card,corporate_card_type,tenure_months,corporate_monthly_spend,employee_size,industry,restaurants_spend_pct,groceries_spend_pct,travel_spend_pct,gas_stations_spend_pct,online_shopping_spend_pct,baby_stores_spend_pct,home_improvement_spend_pct,luxury_retail_spend_pct,entertainment_spend_pct,recent_baby_purchase,recent_home_purchase,frequent_traveler,high_grocery_spender,luxury_shopper,age_bracket,estimated_income,location_type,commute_distance,has_personal_gold,has_personal_platinum,has_personal_green,has_hilton_card,has_delta_card,adopted_personal_card,adopted_product,months_to_adoption,propensity_score_actual
4a014d80-3412-4916-a40d-d46ee82f1b98,True,Corporate Gold,31,4361.05,11-50,Retail,0.0888,0.0266,0.0181,0.043,0.0295,0.0021,0.0101,0.0688,0.1307,False,False,False,False,False,31-35,117484.81,Urban,0-10mi,False,False,False,False,False,False,None,0,0.324
d3a92242-d0dc-435e-87d1-c769c4c2b4ce,True,Business Platinum,63,10523.88,51-200,Finance,0.063,0.0374,0.0095,0.0152,0.0717,0.0183,0.0527,0.0276,0.0322,True,True,False,False,False,31-35,244891.83,Suburban,0-10mi,False,False,False,False,False,True,Green,7,0.3099
575b6cde-973b-4fba-9c2c-6453a6c2fc70,True,Business Gold,102,4018.98,11-50,Technology,0.001,0.0064,0.0851,0.004,0.0854,0.0111,0.0103,0.0024,0.0949,False,False,False,False,False,51-60,190935.73,Urban,0-10mi,False,False,False,False,False,False,None,0,0.3099
8b3c7472-c264-42dc-a5af-0f7838e56726,True,Business Gold,23,9164.85,201-1000,Technology,0.0647,0.1016,0.0731,0.0105,0.0532,0.0001,0.0032,0.0341,0.0284,False,False,True,True,False,51-60,202733.78,Urban,0-10mi,False,False,False,True,False,False,None,0,0.324
a16d9565-a453-4418-8e18-d78971705b6e,True,Corporate Platinum,97,10288.85,11-50,Professional Services,0.0276,0.0131,0.0543,0.0049,0.0289,0.0195,0.0068,0.0308,0.0163,True,False,False,False,False,36-40,475758.01,Urban,0-10mi,False,False,False,False,False,False,None,0,0.3099
544484ab-a26b-4311-b522-71d3bdeabd48,True,Corporate Gold,104,7244.52,11-50,Technology,0.0494,0.0556,0.0109,0.0228,0.049,0.0136,0.0034,0.0539,0.066,False,False,False,False,False,51-60,312382.82,Urban,0-10mi,False,False,False,False,False,True,Hilton,5,0.3099
2732f72c-f4d1-4de0-8725-975c7c6a1748,True,Corporate Platinum,10,9472.81,51-200,Manufacturing,0.0202,0.0412,0.0271,0.0071,0.0318,0.001,0.0058,0.0086,0.0144,False,False,False,False,False,36-40,278221.32,Urban,0-10mi,False,False,False,False,False,False,None,0,0.2817
1dd4e73e-0ae7-41bb-b07d-44391a5b599b,True,Corporate Gold,83,4234.43,51-200,Retail,0.0214,0.0582,0.1217,0.0305,0.0754,0.0217,0.0243,0.0288,0.0372,False,False,False,False,False,51-60,111316.28,Urban,0-10mi,False,False,False,False,False,False,None,0,0.3521
c05e2134-33e9-4050-a4c5-4711db7f3410,True,Business Gold,61,4639.15,51-200,Healthcare,0.0909,0.0665,0.0477,0.0671,0.1179,0.0129,0.0601,0.0185,0.05,False,False,False,False,False,25-30,207992.53,Suburban,10-30mi,False,False,False,False,False,False,None,0,0.3521
90235df6-8c6a-4f9d-a990-369a4d472af7,True,Business Gold,79,1706.96,51-200,Retail,0.0179,0.0335,0.0172,0.008,0.0226,0.0,0.0263,0.0087,0.0019,False,False,False,False,False,36-40,76665.51,Suburban,0-10mi,False,False,False,False,False,False,None,0,0.3099
753d01de-4d87-4274-bb69-1ee88eeb6dd4,True,Business Gold,39,6910.24,1000+,Technology,0.0207,0.0368,0.0245,0.0585,0.0061,0.0,0.0085,0.0244,0.0092,False,False,False,False,False,51-60,204807.83,Suburban,30-50mi,False,False,False,False,False,False,None,0,0.2817
2c1b4d12-ca27-4182-a15c-e366c04c59f4,True,Corporate Gold,31,3414.77,201-1000,Healthcare,0.0488,0.0341,0.0138,0.022,0.0107,0.0004,0.0225,0.0147,0.0249,False,False,False,False,False,51-60,163060.52,Suburban,0-10mi,False,False,False,False,False,False,None,0,0.2817
f52533e9-241f-4ef1-932c-4547e4eb16ec,True,Business Platinum,39,8860.82,201-1000,Healthcare,0.0795,0.0063,0.0156,0.0018,0.0194,0.0001,0.0158,0.0216,0.0142,False,False,False,False,False,41-50,346007.59,Urban,0-10mi,False,True,False,False,False,False,None,0,0.2817
7afbbaa8-191a-4b2b-bd4b-b6a8b3681a7c,True,Business Platinum,23,4745.0,51-200,Professional Services,0.0364,0.0121,0.0605,0.0318,0.0333,0.0036,0.0,0.0633,0.0213,False,False,False,False,False,41-50,177666.81,Urban,0-10mi,False,False,False,False,False,True,Green,7,0.2817
33c58a59-a4bc-4b15-b970-31ce8a786179,True,Business Gold,52,1298.32,51-200,Healthcare,0.053,0.051,0.0482,0.1014,0.096,0.0003,0.1195,0.0182,0.1192,False,False,False,False,False,51-60,60738.43,Suburban,0-10mi,False,False,False,False,False,False,None,0,0.3521
f6bd5860-2144-4e6a-bcdb-f7ea584a2703,True,Corporate Gold,106,34799.52,51-200,Technology,0.0126,0.025,0.0103,0.0344,0.0342,0.0219,0.0108,0.0001,0.0021,True,True,False,True,False,41-50,500000.0,Urban,50+ mi,False,False,False,False,False,False,None,0,0.3099
a00c1034-4959-42da-b9ee-ba57e7b34191,True,Corporate Platinum,95,7173.35,51-200,Professional Services,0.0148,0.0636,0.0398,0.0181,0.0696,0.0096,0.011,0.0385,0.0236,False,False,True,False,False,31-35,187965.72,Urban,0-10mi,False,False,False,True,False,False,None,0,0.3099
2aac1713-cab6-4536-b677-7f1cd6594668,True,Corporate Gold,26,17715.08,11-50,Technology,0.0056,0.0176,0.0331,0.0035,0.0451,0.0,0.008,0.0058,0.0232,False,False,True,False,False,36-40,500000.0,Urban,0-10mi,False,False,False,False,False,True,Hilton,2,0.2817
fdfdcd3d-d9f6-46f7-a599-e53604046df3,True,Corporate Gold,70,4573.33,51-200,Professional Services,0.0073,0.0253,0.024,0.0068,0.0035,0.0003,0.0005,0.0021,0.007,False,False,False,False,False,41-50,211815.59,Suburban,0-10mi,False,False,False,False,False,False,None,0,0.0986
3b7da206-1304-422c-865a-971e6ad72d73,True,Business Gold,14,15792.39,1-10,Manufacturing,0.0341,0.0357,0.0287,0.0041,0.0935,0.0135,0.0201,0.024,0.0098,True,False,False,False,False,41-50,500000.0,Urban,0-10mi,False,True,False,False,False,False,None,0,0.2817
42eb6f14-233b-4f33-a6ad-3d3963b4e4ee,True,Business Gold,12,2029.24,1-10,Manufacturing,0.0049,0.0142,0.0013,0.0071,0.0075,0.0001,0.0018,0.0057,0.0088,False,False,False,False,False,51-60,95589.59,Urban,0-10mi,False,False,False,False,False,False,None,0,0.0704
e087bf3f-e5c0-4f85-8052-6753325e044d,True,Business Platinum,77,9360.4,201-1000,Retail,0.1326,0.0374,0.103,0.035,0.1345,0.0007,0.0068,0.0263,0.0313,False,False,True,False,False,36-40,299613.04,Urban,10-30mi,False,False,False,False,False,False,None,0,0.3521
0fb165f5-97b2-4f3f-992a-2cd35c71b40a,True,Corporate Gold,40,2372.07,1-10,Retail,0.0806,0.009,0.0125,0.0213,0.0508,0.0078,0.0238,0.002,0.0105,False,False,False,False,False,31-35,78249.75,Suburban,0-10mi,False,False,False,False,False,True,Gold,4,0.2817
bbfea60d-a3e3-46db-a516-345bb96abd64,True,Corporate Gold,86,44718.16,51-200,Technology,0.0931,0.058,0.0471,0.0084,0.0464,0.0132,0.0356,0.0146,0.0366,True,True,True,True,False,31-35,500000.0,Urban,30-50mi,False,False,False,False,False,True,Gold,2,0.669
52c35340-f105-4406-8acf-179c614f285d,True,Corporate Platinum,23,7081.84,51-200,Professional Services,0.0328,0.0269,0.1185,0.0453,0.0334,0.0009,0.0232,0.0273,0.006,False,False,False,False,False,51-60,240610.01,Suburban,10-30mi,False,False,False,False,False,True,Gold,5,0.2817
2a089a52-aab1-4d0a-9864-eb211cc83fd1,True,Corporate Gold,19,11032.54,11-50,Professional Services,0.0301,0.0456,0.0589,0.0189,0.0426,0.0208,0.0029,0.001,0.0347,True,False,True,False,False,25-30,413797.82,Urban,0-10mi,False,False,False,False,False,False,None,0,0.2817
ad646ef2-a390-4394-9040-463e6d19c0a6,True,Corporate Gold,88,11346.21,1000+,Professional Services,0.0293,0.0098,0.0219,0.0223,0.0588,0.001,0.0144,0.0026,0.0467,False,False,False,False,False,51-60,271421.08,Urban,0-10mi,False,False,False,True,False,True,Green,8,0.3099
cbd217ed-7fde-4e92-9f83-e595fbc023a9,True,Corporate Platinum,29,7203.24,11-50,Manufacturing,0.0257,0.0837,0.1518,0.0442,0.1205,0.0008,0.0466,0.0706,0.0739,False,True,True,False,False,25-30,173579.71,Urban,10-30mi,False,False,False,False,False,True,Green,8,0.324
193e8d0e-1b03-453b-8944-7ae33e31d119,True,Corporate Gold,12,11593.16,201-1000,Finance,0.1568,0.0624,0.1694,0.0511,0.0723,0.014,0.0002,0.0012,0.0948,False,False,True,False,False,36-40,500000.0,Urban,30-50mi,False,False,False,False,False,True,Gold,7,0.324
7795d8cb-e32f-439f-9dd6-066f3b8cd007,True,Business Gold,96,18971.4,201-1000,Finance,0.0693,0.0249,0.0853,0.0451,0.0857,0.0179,0.1278,0.0042,0.0619,True,True,True,False,False,51-60,500000.0,Urban,50+ mi,False,True,False,False,False,False,None,0,0.3521
0e94def1-1ae6-43b3-8294-66571e4cedc5,True,Corporate Platinum,87,12819.54,11-50,Technology,0.0375,0.0209,0.0554,0.0105,0.0389,0.0003,0.0375,0.0077,0.0145,False,True,False,False,False,36-40,279025.66,Suburban,0-10mi,True,True,False,False,False,False,None,0,0.0141
79d7a4ea-15cb-4f04-83b2-25ca4c2a449c,True,Business Gold,112,6679.04,11-50,Finance,0.0344,0.037,0.0384,0.0193,0.0281,0.0,0.0001,0.0017,0.0326,False,False,False,False,False,51-60,192549.14,Urban,0-10mi,False,False,False,False,False,True,Hilton,4,0.3099
e8788afa-930a-47c6-b059-c599ea1cde31,True,Business Gold,74,7509.41,11-50,Manufacturing,0.0413,0.0322,0.0204,0.0179,0.0816,0.0122,0.0126,0.0009,0.0143,False,False,False,False,False,25-30,218466.33,Rural,0-10mi,False,False,False,False,False,False,None,0,0.3099
fb15916b-003f-4e03-bba9-0ab92d652c05,True,Corporate Gold,60,25272.36,51-200,Manufacturing,0.0267,0.0564,0.0182,0.0538,0.0197,0.0581,0.0558,0.0149,0.0241,True,True,True,True,False,36-40,500000.0,Urban,50+ mi,False,False,False,False,False,False,None,0,0.3099
2d488cf4-9912-4564-bef7-da214588d142,True,Business Gold,83,3827.23,11-50,Healthcare,0.0182,0.0355,0.0264,0.0112,0.1322,0.0,0.0143,0.0638,0.0213,False,False,False,False,False,41-50,125453.97,Urban,0-10mi,False,False,False,False,False,True,Gold,6,0.3099
cfb2427d-500e-4c50-8706-a158067946be,True,Business Gold,97,2111.32,1000+,Finance,0.0115,0.0326,0.0203,0.0098,0.0432,0.0367,0.0276,0.0185,0.0079,False,False,False,False,False,51-60,100744.82,Suburban,0-10mi,True,False,False,False,False,False,None,0,0.3099
fc819e33-e7ac-4156-a8e8-69e85b8e3978,True,Corporate Platinum,78,3331.49,11-50,Manufacturing,0.0188,0.0322,0.0615,0.0296,0.0216,0.0061,0.0279,0.0182,0.0111,False,False,False,False,False,25-30,179911.92,Suburban,0-10mi,False,False,False,False,False,False,None,0,0.3099
85430a08-5fbc-4e38-b83c-d1871cd4b91e,True,Corporate Gold,42,3825.65,201-1000,Finance,0.0734,0.1135,0.007,0.0224,0.0068,0.0056,0.0093,0.006,0.0785,False,False,False,False,False,36-40,156747.2,Urban,0-10mi,False,False,False,False,False,True,Gold,8,0.2817
e48a8313-eec5-40db-b914-fb5902ff024a,True,Business Gold,108,2876.33,11-50,Professional Services,0.0174,0.0327,0.0167,0.0147,0.0668,0.0048,0.0309,0.0207,0.0078,False,False,False,False,False,41-50,127057.49,Urban,0-10mi,False,False,False,False,False,False,None,0,0.3099
f7de1577-74e1-4294-a959-97d2d9fa4a20,True,Corporate Gold,86,4245.69,1000+,Retail,0.0948,0.047,0.0822,0.0623,0.0246,0.0013,0.17,0.0089,0.0097,False,True,False,False,False,60+,178242.2,Suburban,10-30mi,False,False,False,False,False,False,None,0,0.5634
8d56b664-4754-4272-b3b6-ec8e3b58f753,True,Corporate Gold,106,6144.41,11-50,Technology,0.0532,0.0241,0.0254,0.013,0.0818,0.0742,0.0093,0.032,0.0225,True,False,False,False,False,51-60,246486.35,Urban,0-10mi,False,False,False,False,False,False,None,0,0.3099
7528f773-1408-4d0b-bedc-14ea7bd444b3,True,Corporate Gold,70,8215.2,51-200,Technology,0.0342,0.0666,0.0059,0.024,0.0821,0.0058,0.0205,0.0098,0.1,False,False,False,False,False,51-60,250720.54,Suburban,10-30mi,False,False,False,False,False,False,None,0,0.3099
1c8ca352-5e61-4253-a0f1-6a2bff33e646,True,Business Gold,57,6739.32,51-200,Manufacturing,0.0073,0.0212,0.015,0.0288,0.0075,0.0036,0.0157,0.0226,0.0152,False,False,False,False,False,36-40,136033.53,Suburban,10-30mi,False,False,False,False,False,False,None,0,0.3099
c34d56ce-b504-477c-b42b-69c8b67b83b2,True,Business Gold,102,3160.87,1-10,Finance,0.0201,0.0279,0.0557,0.0014,0.0217,0.0022,0.0049,0.0066,0.0196,False,False,False,False,False,41-50,86573.07,Urban,0-10mi,False,False,False,False,False,False,None,0,0.3099
444698e8-811e-4fe8-994f-56545b4014bb,True,Business Gold,76,13315.98,201-1000,Professional Services,0.0714,0.0932,0.0908,0.0071,0.0296,0.0039,0.0471,0.0289,0.0195,False,True,True,True,False,51-60,292937.64,Suburban,0-10mi,False,False,False,False,False,True,Gold,6,0.3521
6d28326d-ddd1-463c-bd9e-e99273854b1b,True,Business Gold,95,8199.01,11-50,Technology,0.038,0.2014,0.0458,0.005,0.0947,0.0048,0.0056,0.1124,0.0035,False,False,False,True,False,51-60,244359.47,Urban,0-10mi,False,False,False,False,False,False,None,0,0.3521
586718a8-7f60-4fcb-ae4d-ab23227f76d7,True,Corporate Platinum,108,27213.55,51-200,Technology,0.0559,0.1521,0.0502,0.0181,0.0266,0.0087,0.015,0.0203,0.0804,True,True,True,True,False,51-60,500000.0,Suburban,30-50mi,False,False,False,False,False,False,None,0,0.3521
679bb75d-5fa4-4bad-aacf-19921feabb4a,True,Corporate Platinum,38,17075.45,51-200,Finance,0.0281,0.0229,0.0656,0.0181,0.0232,0.0016,0.003,0.0277,0.0409,False,False,False,False,False,51-60,500000.0,Rural,10-30mi,False,False,False,False,False,False,None,0,0.2817
6a8b7aa9-a7f4-43b5-8d52-a29588a39632,True,Corporate Gold,28,4949.17,51-200,Retail,0.0557,0.0722,0.0774,0.0229,0.0577,0.0235,0.0573,0.0063,0.1783,False,False,False,False,False,51-60,115432.39,Suburban,0-10mi,False,False,False,False,False,False,None,0,0.324
181af972-f9e0-42a4-8141-bdb6d17c0c96,True,Corporate Gold,23,13998.56,1-10,Professional Services,0.1085,0.0309,0.0384,0.0334,0.0625,0.0,0.0067,0.0048,0.0349,False,False,False,False,False,25-30,500000.0,Rural,30-50mi,False,False,False,False,False,True,Green,8,0.2817
b2082738-645f-4281-aca9-3b9b13216ad3,True,Business Gold,74,6606.25,11-50,Professional Services,0.0637,0.0812,0.0227,0.0012,0.0256,0.0003,0.0092,0.0191,0.0301,False,False,False,False,False,31-35,264502.78,Suburban,0-10mi,False,False,False,False,False,False,None,0,0.3099
20a3763b-f0a3-4ba5-8f32-72adc30965f8,True,Corporate Platinum,98,14987.37,11-50,Finance,0.0396,0.0687,0.0109,0.0177,0.0267,0.0002,0.0004,0.0124,0.0106,False,False,False,True,False,60+,474437.13,Urban,10-30mi,False,False,False,False,False,True,Gold,6,0.3099
6e2ad37c-e323-425d-aa9d-d2f5f04ccc7c,True,Corporate Platinum,118,12324.77,11-50,Retail,0.0459,0.0767,0.1624,0.0137,0.0654,0.0061,0.0455,0.0167,0.01,False,True,True,True,False,41-50,500000.0,Urban,0-10mi,False,False,False,True,True,False,None,0,0.0563
568e0ffa-7a7c-4f99-b4c2-8e53b834a52f,True,Business Gold,9,5102.32,11-50,Technology,0.0916,0.0438,0.0284,0.049,0.0372,0.0882,0.0091,0.0242,0.0097,True,False,False,False,False,31-35,180997.76,Urban,0-10mi,False,False,False,False,False,False,None,0,0.1127
b02d69c2-b61d-4363-a3b8-0d9c0ddc19f3,True,Business Gold,6,7513.52,1000+,Manufacturing,0.0064,0.0238,0.0558,0.0061,0.01,0.0,0.0099,0.0014,0.0093,False,False,True,False,False,36-40,326147.92,Urban,0-10mi,False,False,False,True,False,False,None,0,0.0704
0050b49f-f051-4cd8-a505-654f49514fb4,True,Corporate Platinum,84,7709.18,51-200,Professional Services,0.0447,0.0258,0.0852,0.0239,0.0512,0.0005,0.0003,0.011,0.0084,False,False,True,False,False,41-50,240007.88,Suburban,10-30mi,False,False,False,False,False,False,None,0,0.3099
68babd8d-5716-4d33-9911-85cddea26483,True,Corporate Platinum,36,5022.12,51-200,Finance,0.0953,0.0345,0.0839,0.0109,0.0742,0.0008,0.0454,0.0062,0.0329,False,False,False,False,False,51-60,217412.85,Urban,0-10mi,False,False,False,False,False,False,None,0,0.324
628f2c83-2888-4c6b-bbf0-93a32c0bf5e3,True,Corporate Gold,60,1297.17,11-50,Professional Services,0.0235,0.0398,0.0327,0.0296,0.011,0.005,0.0105,0.0045,0.0027,False,False,False,False,False,51-60,56508.77,Suburban,0-10mi,False,False,False,False,False,False,None,0,0.0423
90744402-b442-4dcc-b7cd-4f74aebe27a0,True,Corporate Gold,15,3511.47,11-50,Healthcare,0.0686,0.0332,0.0075,0.0137,0.1115,0.0011,0.0027,0.0176,0.0242,False,False,False,False,False,25-30,147596.29,Urban,0-10mi,False,False,False,False,False,False,None,0,0.2817
0f809d06-72b0-406d-9a68-07681dd85583,True,Corporate Platinum,14,10060.05,51-200,Technology,0.0889,0.0299,0.0218,0.0102,0.0228,0.0595,0.0311,0.0255,0.0141,True,False,False,False,False,36-40,327910.07,Urban,0-10mi,False,False,False,False,False,False,None,0,0.2817
c4f14ce7-6b8a-4ad7-8ace-3956691409e7,True,Corporate Gold,66,14540.77,11-50,Finance,0.2232,0.094,0.1018,0.0238,0.041,0.0032,0.0359,0.0347,0.0896,False,True,True,True,False,25-30,496607.98,Urban,10-30mi,False,False,False,False,False,False,None,0,0.3521
7771281f-fdd7-4196-bfdd-11fb3b5e9676,True,Corporate Platinum,85,13664.55,11-50,Professional Services,0.0651,0.0444,0.0377,0.0536,0.0662,0.0091,0.0337,0.0365,0.0111,False,True,False,False,False,51-60,367917.29,Rural,50+ mi,False,False,False,False,False,True,Green,6,0.3521
a8068884-6985-4a8b-8d6b-2def615bf74f,True,Business Gold,107,4647.05,51-200,Healthcare,0.0341,0.0345,0.0711,0.0658,0.0851,0.0107,0.0046,0.0039,0.0852,False,False,False,False,False,31-35,181645.12,Urban,10-30mi,False,False,False,False,False,True,Green,4,0.3521
fa27c8c6-6e6a-4e6d-8d0e-fa1c55382356,True,Corporate Gold,61,3900.7,51-200,Retail,0.0572,0.1151,0.1548,0.0531,0.0518,0.103,0.0655,0.0054,0.0103,True,False,True,False,False,41-50,87166.4,Urban,0-10mi,False,False,False,False,False,True,Gold,4,0.3521
751ebb7c-c178-4060-8b82-ffcc74b91f72,True,Corporate Gold,80,7412.22,1000+,Technology,0.0138,0.0074,0.0055,0.0018,0.0566,0.0001,0.0138,0.0001,0.0093,False,False,False,False,False,41-50,349828.74,Urban,0-10mi,True,True,False,False,False,False,None,0,0.0141
5937a105-54b7-4965-82ce-d42f05f488b5,True,Corporate Gold,104,2867.87,11-50,Retail,0.0639,0.0257,0.0266,0.0662,0.1027,0.0061,0.013,0.0643,0.0815,False,False,False,False,False,41-50,93245.42,Rural,10-30mi,False,False,False,False,False,True,Green,5,0.3521
760ebfe3-ae9e-4039-be75-615cb863d42b,True,Corporate Gold,55,1388.04,51-200,Manufacturing,0.0271,0.0783,0.0292,0.0171,0.0473,0.0216,0.0007,0.0042,0.0139,False,False,False,False,False,41-50,40000.0,Urban,0-10mi,False,False,False,False,False,True,Green,11,0.0423
e91f8591-43fb-4b22-a34e-9354a402df53,True,Business Gold,29,1834.37,11-50,Technology,0.037,0.0564,0.0354,0.0836,0.0717,0.0422,0.0385,0.0177,0.0781,False,False,False,False,False,41-50,55925.29,Suburban,0-10mi,False,False,False,False,False,False,None,0,0.0563
1825b5ec-585b-4d32-be43-22244e737a94,True,Corporate Platinum,100,19741.35,11-50,Retail,0.0159,0.0202,0.1005,0.0303,0.0178,0.0148,0.0091,0.021,0.0073,True,False,True,False,False,41-50,500000.0,Urban,30-50mi,False,False,False,False,False,False,None,0,0.3099
1f23f593-73f6-4120-8580-fee6ae127d7c,True,Business Gold,6,23613.33,201-1000,Retail,0.1196,0.0397,0.0479,0.0691,0.0459,0.0,0.009,0.0419,0.069,False,False,True,True,False,25-30,500000.0,Urban,50+ mi,False,False,False,False,False,False,None,0,0.1127
fb5883a5-63c3-4fd0-bb49-413b339a7048,True,Business Gold,37,10225.09,11-50,Finance,0.07,0.0283,0.0158,0.0065,0.1104,0.0142,0.0026,0.0124,0.016,False,False,False,False,False,36-40,320759.54,Suburban,0-10mi,False,False,False,False,False,True,Green,9,0.2817
58db4580-1692-4f33-9e63-64323b89192a,True,Corporate Platinum,21,7739.54,51-200,Healthcare,0.0436,0.0262,0.0484,0.0396,0.0277,0.0188,0.0185,0.0074,0.0025,False,False,False,False,False,41-50,282778.62,Suburban,10-30mi,False,False,False,False,False,False,None,0,0.2817
68fed915-df3f-401e-856b-97f559428544,True,Business Gold,80,2251.44,51-200,Technology,0.0305,0.0485,0.0206,0.0477,0.0354,0.0128,0.0241,0.0103,0.0228,False,False,False,False,False,31-35,67843.92,Suburban,0-10mi,False,False,False,False,False,True,Hilton,7,0.3099
d306059c-00f0-4c5b-b1a2-1b0a65c9fdd2,True,Corporate Gold,37,4869.48,1-10,Professional Services,0.0165,0.0161,0.0273,0.0042,0.0067,0.0007,0.0215,0.0026,0.0021,False,False,False,False,False,41-50,132395.8,Urban,0-10mi,False,False,False,False,False,False,None,0,0.0704
db4eecf3-77f0-4aa2-983a-37f21facc577,True,Corporate Gold,45,12136.32,1000+,Manufacturing,0.1022,0.0539,0.1276,0.0633,0.1096,0.0121,0.0118,0.0197,0.0459,False,False,True,False,False,31-35,278313.67,Rural,50+ mi,False,False,False,False,False,False,None,0,0.324
226a886c-4896-4de2-884b-92a251e8a762,True,Corporate Gold,81,11569.8,51-200,Retail,0.0203,0.0538,0.0472,0.0524,0.1381,0.0206,0.0487,0.1271,0.0936,True,True,True,False,True,51-60,428029.73,Urban,30-50mi,False,False,False,False,False,False,None,0,0.3521
334dc3c0-80a4-49ac-bf3a-26394b56d1b1,True,Business Gold,40,10180.87,201-1000,Manufacturing,0.0223,0.0423,0.0262,0.1263,0.1112,0.0299,0.0546,0.0214,0.007,True,True,False,False,False,31-35,383330.32,Rural,50+ mi,False,True,False,False,False,True,Delta,3,0.324
e5b0fc13-898b-42a5-9831-d505ac0fd803,True,Corporate Platinum,47,20244.66,51-200,Professional Services,0.0286,0.0058,0.0392,0.0057,0.016,0.0025,0.0139,0.0058,0.0051,False,False,False,False,False,41-50,500000.0,Urban,0-10mi,True,False,False,False,False,False,None,0,0.2817
f2c5e970-e795-4b68-8498-b067e77b2ce3,True,Corporate Gold,63,34177.4,1000+,Technology,0.0376,0.0705,0.0166,0.0272,0.0198,0.0427,0.0409,0.0462,0.0268,True,True,False,True,True,31-35,500000.0,Urban,50+ mi,False,False,False,False,False,True,Gold,4,0.6268
94964b67-ccc8-4bdd-8f86-f3829cd898bb,True,Corporate Platinum,19,6303.14,11-50,Finance,0.1023,0.0168,0.0344,0.0216,0.0253,0.0091,0.0748,0.0067,0.0117,False,True,False,False,False,36-40,153403.31,Urban,0-10mi,True,False,False,False,False,False,None,0,0.2817
a6a53d07-0217-413c-9aa9-4bb2802a08e6,True,Corporate Gold,113,47976.35,51-200,Manufacturing,0.0255,0.0164,0.0122,0.0053,0.0233,0.0074,0.0073,0.0004,0.0182,True,True,True,False,False,31-35,500000.0,Suburban,10-30mi,False,False,False,False,False,False,None,0,0.3099
